id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145
11,NO,NO,VKVZh9bRU8A/0jG2qyM3tyPbtKTkvLc32Fi7uKan7YQ=,IoM2E9pNxABFR+H3yfapUL+ThKm7GtTzY7js9H/H99o=,1.41433370660694,0,1,0,0.110847189231987,NO,NO,NO,NO,NO,4,0.643896976483763,8,6,0.93505039193729,0,1,1263,893,NO,NO,NO,3,0.708846584546473,0.0997624703087886,NO,NO,NO,NO,j/f9EYvpgSOF30t1N3Q+dcaUbVynxcvyNTmfKUrnXjg=,olN1LoaeSyI8h+udI/jquozrw4R8YQ+cVwHq1dOUO5s=,1.41433370660694,0,1,0,0.110847189231987,NO,NO,NO,NO,NO,8,0.28555431131019,9,6,0.931690929451288,0,1,1263,893,NO,NO,NO,2,0.353863381858903,0.0997624703087886,h/p9fOyqSelyHat2rDOE+sX5FBbfZCeG3br1UUC9Av4=,NO,NO,j/f9EYvpgSOF30t1N3Q+dcaUbVynxcvyNTmfKUrnXjg=,olN1LoaeSyI8h+udI/jquozrw4R8YQ+cVwHq1dOUO5s=,1.41433370660694,0,1,0,0.110847189231987,NO,NO,NO,NO,NO,8,0.28555431131019,9,6,0.931690929451288,0,1,1263,893,NO,NO,NO,2,0.353863381858903,0.0997624703087886,rEG7cL2Xiz3MJH0U0tIkA8bibT7CA7pUS0XnqI4j/6g=,NO,NO,4pzHl/IfbJz9LyT+KXdmSwd6BEw9mYOzpFHHpsPPiLA=,hCXwO/JldK5zcd9ejOD1FwmEgCf96eTdEVy7OtY2Y2g=,1.41433370660694,0,1,0,0.110847189231987,NO,NO,NO,NO,NO,3,0.269876819708847,1,6,0.992161254199328,0,1,1263,893,NO,NO,NO,1,0.277715565509518,0.0997624703087886,1.41433370660694,0,1,0,0.110847189231987,NO,NO,NO,NO,NO,0,0.269876819708847,20,6,0.858902575587906,4,1,1263,893,NO,NO,NO,3,0.708846584546473,0.0997624703087886
12,YES,YES,MZZbXga8gvaCBqWpzrh2iKdOkcsz/bG/z4BVjUnqWT0=,YvZUuCDjLu9VvkCdBWgARWQrvm+FSXgxp0zIrMjcLBc=,0.653698161607525,0.0416844805472424,0.940572894399316,0.0910645575032065,0.607078039927405,YES,NO,NO,NO,NO,38,0.794997862334331,4,15,0.982471141513467,0,0.97,3306,4678,YES,NO,YES,1,0.812526720820864,0.597096188747731,NO,NO,YES,YES,MZZbXga8gvaCBqWpzrh2iKdOkcsz/bG/z4BVjUnqWT0=,YvZUuCDjLu9VvkCdBWgARWQrvm+FSXgxp0zIrMjcLBc=,0.653698161607525,0.0416844805472424,0.940572894399316,0.0910645575032065,0.606775559588627,YES,NO,NO,NO,NO,38,0.721034630183839,4,15,0.982257374946558,0,0.97,3306,4678,YES,NO,YES,1,0.738777255237281,0.596793708408953,nDTjGMlfzk1RPaewS/ytOQsFA1HmJlFNsxfBTl78LdI=,YES,YES,MZZbXga8gvaCBqWpzrh2iKdOkcsz/bG/z4BVjUnqWT0=,YvZUuCDjLu9VvkCdBWgARWQrvm+FSXgxp0zIrMjcLBc=,0.653698161607525,0.0416844805472424,0.940572894399316,0.0910645575032065,0.607078039927405,YES,NO,NO,NO,NO,38,0.794997862334331,4,15,0.982471141513467,0,0.97,3306,4678,YES,NO,YES,1,0.812526720820864,0.597096188747731,B0Rm1YpsRvaEe5sdm0VCZb8kRv3EkAmJe8e7I2vbJ5s=,YES,YES,MZZbXga8gvaCBqWpzrh2iKdOkcsz/bG/z4BVjUnqWT0=,YvZUuCDjLu9VvkCdBWgARWQrvm+FSXgxp0zIrMjcLBc=,0.653698161607525,0.0416844805472424,0.940572894399316,0.0910645575032065,0.606775559588627,YES,NO,NO,NO,NO,38,0.721034630183839,4,15,0.982257374946558,0,0.97,3306,4678,YES,NO,YES,1,0.738777255237281,0.596793708408953,0.653698161607525,0.0416844805472424,0.940572894399316,0.0910645575032065,0.607078039927405,YES,NO,NO,NO,NO,0,0.721034630183839,9,15,0.965765913034731,1,0.97,3306,4678,YES,NO,YES,2,0.812526720820864,0.596793708408953
13,NO,NO,vIR+5O6D5pKgFw/CFbDtHBZ/AhaNMnxLM4BTIwXUres=,gNVKedeHcKHyWnIMnBCE9t9XOschRQCU8/XfcaY0mMk=,0.440411373260738,0.0837870538415003,0.776164549304295,0.253781004234725,0.21077383497221,YES,NO,NO,NO,NO,9,0.0837870538415003,6,5,0.933756805807623,0,0.9,4678,3306,YES,NO,YES,2,0.150030248033878,0.200085506626764,NO,NO,NO,NO,aycRs93cUP3ir0NjASfmPn4M3UJ9CZ3P4Sr+rv23MFM=,7GjnXIaqLV/fxjKUHRk+et7LlMVoaP1iUHGLt0gUz5w=,1.0232909860859,0.0205686630369026,0.0320629159104658,0.0405323653962492,0.198375374091492,NO,YES,YES,YES,YES,62,0.0211736237144586,1,1,0.990018148820327,0,0.67,4678,3306,NO,NO,NO,0,0.0311554748941319,0.191748610517315,f0vq3D8TdJQsMLw2PdmVsDzrBIyoi6eGmoPmtdfTw0o=,NO,NO,91MxPu1wG3FnJMN19z5/+W5W2nt50Xz+DWarpsxUZco=,N8wBprLMRuVKWZMBXX9JHVBdT6S9zQ+NL1ZfWnoGQrk=,1.0232909860859,0.0205686630369026,0.0320629159104658,0.0405323653962492,0.205857203933305,YES,NO,NO,NO,NO,108,0.0226860254083485,3,1,0.993042952208106,0,0.63,4678,3306,YES,NO,YES,0,0.029643073200242,0.203505771697307,N8wBprLMRuVKWZMBXX9JHVBdT6S9zQ+NL1ZfWnoGQrk=,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1.0232909860859,0.0205686630369026,0.0320629159104658,0.0405323653962492,0.203078238563489,YES,NO,NO,NO,NO,76,0.0235934664246824,3,1,0.99395039322444,0,0.74,4678,3306,YES,NO,YES,0,0.029643073200242,0.199230440359128
14,YES,NO,HplFXscO4UgTIH++z6tRNVAGet3HSSGH0iInPh0P9R4=,BWlzsfzvLpUVVqvMBbjZ4zlrnQb/agQ7zCXv27i3RUw=,1.41591928251121,0,1,0,0.152019002375297,YES,NO,NO,NO,YES,5,0.395739910313901,4,6,0.9652466367713,0,1,1263,892,YES,NO,YES,6,0.430493273542601,0.138558986539984,YES,NO,NO,NO,FQkrYIe6vIdKomzRnQMVX3JEQcKZ0md5hXUuYbS1bkI=,/rjbLmb2HdJjJlImnzcCxorM+bLAj/noaKmIsZmiZMY=,1.41591928251121,0,1,0,0.0712589073634204,YES,NO,NO,NO,NO,5,0.26457399103139,15,2,0.849775784753363,0,1,1263,892,YES,NO,YES,1,0.414798206278027,0.056215360253365,3/n6LtXF0dCEkb9J5KELLlu3fT6uJMeq+fqkeXJOdEA=,NO,NO,2LehF+mCCd0gt63XWFmWm/15BTMBZyWf2ttN50Tt4tc=,zPf7JGtqio+aaHAgbhfogNg8E6BPkLgGFB+nskVWiC8=,1.41591928251121,0,1,0,0.269992082343626,YES,NO,NO,NO,NO,3,0.322869955156951,10,4,0.911434977578475,0,1,1263,892,YES,NO,YES,3,0.411434977578475,0.258907363420428,BWlzsfzvLpUVVqvMBbjZ4zlrnQb/agQ7zCXv27i3RUw=,YES,YES,XxFENDa0dtnW+Ik9a79Yj8mC/sr9lnO/v5cDqnFW/p8=,BWlzsfzvLpUVVqvMBbjZ4zlrnQb/agQ7zCXv27i3RUw=,1.41591928251121,0,1,0,0.152019002375297,YES,NO,NO,NO,YES,6,0.309417040358744,4,6,0.9652466367713,0,1,1263,892,YES,NO,YES,4,0.344170403587444,0.138558986539984,1.41591928251121,0,1,0,0.152019002375297,YES,NO,NO,NO,YES,5,0.352017937219731,4,6,0.9652466367713,0,1,1263,892,YES,NO,YES,5,0.38677130044843,0.138558986539984
15,NO,NO,4FEhTtnlYCwtJmxxhpa+u0Rm8nmKtzM6YHcjSarCgIQ=,SuLbB5Hq2SWyswfnA1UMgoattcSc0ewaZrr6HuevXd8=,1.41591928251121,0,1,0,0.0870942201108472,NO,NO,NO,NO,NO,11,0.118834080717489,3,2,0.958520179372197,0,1,1263,892,NO,NO,NO,1,0.160313901345291,0.0720506730007918,NO,NO,NO,NO,+TtUBPgou2A7JOJ5npyj7M8szrP+tAVlX0QZKqEEKo8=,X6dDAI/DZOWvu0Dg6gCgRoNr2vTUz/mc4SdHTNUPS38=,1.41591928251121,0,1,0,0.0870942201108472,NO,NO,YES,NO,NO,2,0.0639013452914798,3,2,0.958520179372197,0,1,1263,892,NO,NO,NO,0,0.105381165919283,0.0720506730007918,02GpzxGcFfNUT3MzTLxORPDKsZrz5jlrr2l0WZ0Oav4=,NO,NO,+TtUBPgou2A7JOJ5npyj7M8szrP+tAVlX0QZKqEEKo8=,X6dDAI/DZOWvu0Dg6gCgRoNr2vTUz/mc4SdHTNUPS38=,1.41591928251121,0,1,0,0.0870942201108472,NO,NO,YES,NO,NO,2,0.0639013452914798,3,2,0.958520179372197,0,1,1263,892,NO,NO,NO,0,0.105381165919283,0.0720506730007918,nOmkwQnuV6UeQdt7Uzo2gk3hwqWroCiNLkTMOIZUs2s=,NO,NO,+TtUBPgou2A7JOJ5npyj7M8szrP+tAVlX0QZKqEEKo8=,X6dDAI/DZOWvu0Dg6gCgRoNr2vTUz/mc4SdHTNUPS38=,1.41591928251121,0,1,0,0.0870942201108472,NO,NO,YES,NO,NO,2,0.0639013452914798,3,2,0.958520179372197,0,1,1263,892,NO,NO,NO,0,0.105381165919283,0.0720506730007918,1.41591928251121,0,1,0,0.0870942201108472,NO,NO,NO,NO,NO,0,0.0639013452914798,7,2,0.917040358744395,0,1,1263,892,NO,NO,NO,1,0.160313901345291,0.0720506730007918
16,NO,NO,Q1rVKzvg0GuUaZchOS+zlGzrXADE6NGHhRC5B7iZ/8k=,iL4HofrNMTYmjUilwPThEMGjvIZW1nUgove0WoOIUa0=,0.596271879972721,0.0791088883837236,0.471243464423733,0.267560809274835,0.728823529411765,NO,NO,NO,NO,NO,2,0.19186178676972,2,17,0.995453512161855,0,0.71,3400,4399,NO,NO,NO,0,0.196408274607865,0.724117647058824,NO,NO,NO,NO,Z5OhglghHbzFC2+4CMMJITFjxFzcJ2LBJBu7d7XmjXM=,k/m0ZdAeAo2VCPgrn4lo9Aow1dirDyCAmhbX5fvZd7M=,0.596271879972721,0.0791088883837236,0.471243464423733,0.267560809274835,0.52,NO,NO,NO,NO,NO,8,0.14639690838827,9,9,0.962718799727211,0,0.71,3400,4399,NO,NO,NO,4,0.183678108661059,0.513529411764706,0wJK4RdWkMxZSskQGOAVHCWnt72nFo5nVdKxkqpuma8=,NO,NO,Xf+x+Ly0xaJFrIs7v6wmrwOFslofBRPpv2odU3R0VTA=,k/m0ZdAeAo2VCPgrn4lo9Aow1dirDyCAmhbX5fvZd7M=,0.596271879972721,0.0791088883837236,0.471243464423733,0.267560809274835,0.738235294117647,NO,NO,NO,NO,NO,2,0.171402591498068,9,9,0.966810638781541,0,0.7,3400,4399,NO,NO,NO,1,0.204591952716526,0.731764705882353,QOBh25+uzoHmnz6VKQS8uSwA1/j/5PGCd64bFXZkhks=,NO,NO,DV3FbHLG32qIwmA2z7SnDt2nyO1rmErsz4QEVuYLmYI=,FExKgjj6CsbToTubdZ+kGsOmUx3gCvZVJCdZPcdPNF4=,0.596271879972721,0.0791088883837236,0.471243464423733,0.267560809274835,0.728823529411765,NO,NO,YES,NO,NO,5,0.157308479199818,5,17,0.986360536485565,0,0.7,3400,4399,NO,NO,NO,1,0.170947942714253,0.722352941176471,0.596271879972721,0.0791088883837236,0.471243464423733,0.267560809274835,0.728235294117647,YES,NO,NO,NO,NO,1,0.172766537849511,2,17,0.996817458513299,0,0.67,3400,4399,YES,NO,YES,1,0.175949079336213,0.722352941176471
17,NO,NO,L1BrhGowd91KjVOjM7m1jWfrGGCmTG4sVr5GzqY2r5w=,fv8Ykp/IZB6uNZLpIRBS5JwAfdBsvz5q8rtwg8wxXdg=,1.41591928251121,0,1,0,0.955661124307205,NO,NO,NO,NO,NO,5,0.533632286995516,20,11,0.838565022421525,0,1,1263,892,NO,NO,NO,7,0.695067264573991,0.948535233570863,NO,NO,NO,NO,L1BrhGowd91KjVOjM7m1jWfrGGCmTG4sVr5GzqY2r5w=,fv8Ykp/IZB6uNZLpIRBS5JwAfdBsvz5q8rtwg8wxXdg=,1.41591928251121,0,1,0,0.955661124307205,NO,NO,NO,NO,NO,5,0.533632286995516,20,11,0.838565022421525,0,1,1263,892,NO,NO,NO,7,0.695067264573991,0.948535233570863,dVBp6lACfd6iH2JD/zJUcMXRn9XTnMtC/p4UFQXNxC8=,NO,NO,L1BrhGowd91KjVOjM7m1jWfrGGCmTG4sVr5GzqY2r5w=,fv8Ykp/IZB6uNZLpIRBS5JwAfdBsvz5q8rtwg8wxXdg=,1.41591928251121,0,1,0,0.955661124307205,NO,NO,NO,NO,NO,5,0.533632286995516,20,11,0.838565022421525,0,1,1263,892,NO,NO,NO,7,0.695067264573991,0.948535233570863,L1HLL/iKOPNWd+keUVrjt7oq04sNK8OCykbVn4OFm3U=,NO,NO,wBQarEdWiRPvihhfH9TrqnCeaPSWuOpZZ2I4ZwfwL+A=,IoM2E9pNxABFR+H3yfapUL+ThKm7GtTzY7js9H/H99o=,1.41591928251121,0,1,0,0.955661124307205,NO,NO,NO,NO,NO,8,0.461883408071749,8,11,0.93609865470852,0,1,1263,892,NO,NO,NO,6,0.525784753363229,0.948535233570863,1.41591928251121,0,1,0,0.955661124307205,NO,NO,NO,NO,NO,0,0.461883408071749,29,11,0.774663677130045,-5,1,1263,892,NO,NO,NO,7,0.695067264573991,0.948535233570863
18,NO,NO,D47wguxPfdrnc35S2RDN1Mb4f3HWjNXpZ+ah5FW1zg4=,4LhhvTzxwvh2SnFtcpaRasyvph66a3YDIQCshAfyS2o=,0.813529411764706,0.0938235294117647,0.913823529411765,0.479705882352941,0.465454545454545,NO,NO,YES,NO,NO,1,0.787352941176471,2,9,0.984705882352941,0,0.93,4400,3400,NO,NO,NO,0,0.802647058823529,0.4575,NO,NO,NO,NO,+9BEyYQbnjeZ5ntKOqQZ0jvJ42+5rb/jIxyQSMxSiK0=,3yK2OPj1uYDsoMgsxsjY1FxXkOllD8Xfh20VYGqT+nU=,0.813529411764706,0.0938235294117647,0.913823529411765,0.479705882352941,0.423863636363636,NO,NO,YES,NO,NO,1,0.759117647058824,4,6,0.974705882352941,0,0.92,4400,3400,NO,NO,NO,2,0.784411764705882,0.416590909090909,cSuQaz0xx+UxAtskjMBN1xCeacDm/4oJYEIDFL3CMoU=,NO,NO,lf4/VCqFF0R7QM1qB/Dp+hcgJe6DjgUPR1HOBGmdJ7k=,Nv31uf6xNBhnDaICwZr9nSme6VhUP8sJWDzh/Gbpr8o=,0.813529411764706,0.0938235294117647,0.913823529411765,0.479705882352941,0.488863636363636,NO,NO,NO,NO,NO,2,0.743529411764706,8,5,0.942058823529412,0,0.89,4400,3400,NO,NO,NO,0,0.801470588235294,0.480681818181818,vOPAlFJxrZoxaQht2ylUA2U0jUyFGxJF7iy/SNua2+U=,NO,NO,1NdhiiSMcAuBj05xvjCr8mvqhTg8jbYoJd27tOPnoWI=,k7qeSsXVD80i5fS79Vr5Ru6zFMOUUXVnSTDGr8GExHM=,0.813529411764706,0.0938235294117647,0.913823529411765,0.479705882352941,0.465681818181818,YES,NO,YES,NO,YES,3,0.652058823529412,3,9,0.977647058823529,0,0.89,4400,3400,YES,NO,YES,1,0.674411764705882,0.4575,0.813529411764706,0.0938235294117647,0.913823529411765,0.479705882352941,0.466363636363636,YES,NO,NO,NO,NO,2,0.743823529411765,5,9,0.965882352941177,0,0.87,4400,3400,YES,NO,YES,6,0.777941176470588,0.4575
19,NO,NO,mEHCdyiu17ThHR0nkZQQl7TBVg1f5N3LGjQkdzDaGK8=,2Y4EGKrRgHpO6rMmxhFTTj71p+jvsblepe/APAM9nkU=,1.41591928251121,0,1,0,0.0696753760886778,NO,NO,NO,NO,NO,3,0.440582959641256,6,2,0.957399103139013,0,1,1263,892,NO,NO,NO,1,0.483183856502242,0.058590657165479,NO,NO,NO,NO,jHz0DOk1R4oWW4RgeK/cRTTESUx2R6rgEVjRQRhRvlY=,cWXOV9Udau/PopgiND/QOX5DpFDLgaLQhfPw8B82PjY=,1.41591928251121,0,1,0,0.0498812351543943,NO,NO,NO,NO,NO,4,0.304932735426009,8,3,0.864349775784753,0,1,1263,892,NO,NO,NO,0,0.440582959641256,0.0308788598574822,wtRuZDoPM0KpXkJTHOLEi4yk8WT8ejKDQr836xB1v94=,NO,NO,QQvkAGNaYUlgUsLB66FP73NAITYjO+B4AbrFrWEvmRk=,olN1LoaeSyI8h+udI/jquozrw4R8YQ+cVwHq1dOUO5s=,1.41591928251121,0,1,0,0.0997624703087886,NO,NO,NO,NO,NO,4,0.227578475336323,9,2,0.918161434977579,0,1,1263,892,NO,NO,NO,3,0.309417040358744,0.0863024544734759,/rjbLmb2HdJjJlImnzcCxorM+bLAj/noaKmIsZmiZMY=,NO,NO,JDuMdpslNUohBtDMGkJqP4SleDZlPdL/Hk779sbJ2QU=,V6Xhxa+Oq5CNYjGxK+BuMwnlbZmpWlB/W8sJ14L+sAQ=,1.41591928251121,0,1,0,0.0696753760886778,NO,NO,NO,NO,NO,4,0.18609865470852,7,2,0.930493273542601,0,1,1263,892,NO,NO,NO,0,0.255605381165919,0.058590657165479,1.41591928251121,0,1,0,0.0712589073634204,YES,NO,NO,NO,NO,5,0.26457399103139,15,2,0.849775784753363,0,1,1263,892,YES,NO,YES,1,0.414798206278027,0.056215360253365
20,NO,NO,T57Azq2BpQlMruOXM19b5yE43wnrxTBaTW+J7eHlVJY=,IoM2E9pNxABFR+H3yfapUL+ThKm7GtTzY7js9H/H99o=,1.32214156079855,0.260738052026618,0.70810647307925,1.29703569267998,0.925149700598802,NO,NO,NO,NO,NO,2,0.408953418027828,8,12,0.958560193587417,0,0.91,4676,3306,NO,NO,NO,4,0.450393224440411,0.91830624465355,NO,NO,NO,NO,T57Azq2BpQlMruOXM19b5yE43wnrxTBaTW+J7eHlVJY=,IoM2E9pNxABFR+H3yfapUL+ThKm7GtTzY7js9H/H99o=,1.32214156079855,0.260738052026618,0.70810647307925,1.29703569267998,0.925149700598802,NO,NO,NO,NO,NO,2,0.408953418027828,8,12,0.958560193587417,0,0.91,4676,3306,NO,NO,NO,4,0.450393224440411,0.91830624465355,zlVjDEJ1PwhVKBnOLsxGm6Nm2jw/Mp9WvXEaCdw+rho=,NO,NO,T57Azq2BpQlMruOXM19b5yE43wnrxTBaTW+J7eHlVJY=,IoM2E9pNxABFR+H3yfapUL+ThKm7GtTzY7js9H/H99o=,1.32214156079855,0.260738052026618,0.70810647307925,1.29703569267998,0.925149700598802,NO,NO,NO,NO,NO,2,0.408953418027828,8,12,0.958560193587417,0,0.91,4676,3306,NO,NO,NO,4,0.450393224440411,0.91830624465355,ds6oZzN7+V6PPV6vHMC1oHmMpHky4y0Cn+j/ijqPHgs=,NO,NO,qbX5J2NG4FxwCdRJjU7OLP1f4WY6LEWk1UygZskCw1o=,2Y4EGKrRgHpO6rMmxhFTTj71p+jvsblepe/APAM9nkU=,1.32214156079855,0.260738052026618,0.70810647307925,1.29703569267998,0.924721984602224,NO,NO,NO,NO,NO,2,0.374470659407139,6,12,0.969449485783424,0,0.91,4676,3306,NO,NO,NO,2,0.405021173623714,0.91830624465355,1.32214156079855,0.260738052026618,0.70810647307925,1.29703569267998,0.925149700598802,NO,NO,YES,NO,NO,0,0.374470659407139,15,12,0.929919086509377,0,0.91,4676,3306,NO,NO,NO,4,0.450393224440411,0.91830624465355
